time_days,I134 top 5
1.1574074074074073e-05,4.4970889294539505e-87
1.1576109151910821e-05,4.497088929414957e-87
1.157814458757678e-05,4.497088929375957e-87
1.158018038113487e-05,4.497088929336949e-87
1.1582216532648015e-05,4.4970889292979345e-87
1.1584253042179158e-05,4.497088929258913e-87
1.1586289909791249e-05,4.497088929219885e-87
1.1588327135547246e-05,4.49708892918085e-87
1.1590364719510128e-05,4.497088929141808e-87
1.1592402661742875e-05,4.497088929102759e-87
1.1594440962308483e-05,4.4970889290637025e-87
1.1596479621269957e-05,4.49708892902464e-87
1.1598518638690315e-05,4.497088928985571e-87
1.1600558014632583e-05,4.4970889289464945e-87
1.1602597749159803e-05,4.4970889289074115e-87
1.1604637842335022e-05,4.497088928868321e-87
1.1606678294221306e-05,4.497088928829224e-87
1.1608719104881723e-05,4.497088928790121e-87
1.1610760274379357e-05,4.49708892875101e-87
1.1612801802777306e-05,4.497088928711893e-87
1.1614843690138673e-05,4.497088928672768e-87
1.1616885936526574e-05,4.4970889286336365e-87
1.1618928542004138e-05,4.497088928594498e-87
1.1620971506634507e-05,4.4970889285553535e-87
1.1623014830480826e-05,4.497088928516202e-87
1.162505851360626e-05,4.497088928477043e-87
1.1627102556073979e-05,4.497088928437878e-87
1.1629146957947168e-05,4.497088928398704e-87
1.163119171928902e-05,4.497088928359525e-87
1.1633236840162742e-05,4.497088928320339e-87
1.1635282320631548e-05,4.497088928281145e-87
1.163732816075867e-05,4.4970889282419455e-87
1.1639374360607345e-05,4.497088928202738e-87
1.1641420920240822e-05,4.497088928163524e-87
1.1643467839722364e-05,4.4970889281243035e-87
1.1645515119115243e-05,4.497088928085076e-87
1.1647562758482743e-05,4.497088928045841e-87
1.1649610757888157e-05,4.4970889280066e-87
1.1651659117394789e-05,4.497088927967351e-87
1.1653707837065959e-05,4.497088927928095e-87
1.1655756916964996e-05,4.497088927888834e-87
1.1657806357155237e-05,4.497088927849564e-87
1.1659856157700035e-05,4.497088927810288e-87
1.1661906318662747e-05,4.497088927771005e-87
1.1663956840106745e-05,4.497088927731715e-87
1.1666007722095419e-05,4.497088927692419e-87
1.1668058964692159e-05,4.497088927653115e-87
1.1670110567960373e-05,4.497088927613804e-87
1.1672162531963473e-05,4.497088927574487e-87
1.1674214856764896e-05,4.497088927535163e-87
1.1676267542428077e-05,4.497088927495831e-87
1.1678320589016465e-05,4.4970889274564935e-87
1.1680373996593523e-05,4.497088927417148e-87
1.1682427765222725e-05,4.497088927377795e-87
1.1684481894967554e-05,4.497088927338437e-87
1.1686536385891505e-05,4.497088927299071e-87
1.1688591238058084e-05,4.497088927259698e-87
1.1690646451530811e-05,4.497088927220318e-87
1.1692702026373212e-05,4.497088927180932e-87
1.169475796264883e-05,4.497088927141538e-87
1.1696814260421214e-05,4.497088927102138e-87
1.1698870919753925e-05,4.49708892706273e-87
1.170092794071054e-05,4.4970889270233155e-87
1.1702985323354636e-05,4.497088926983894e-87
1.1705043067749818e-05,4.4970889269444655e-87
1.170710117395969e-05,4.497088926905031e-87
1.1709159642047868e-05,4.497088926865589e-87
1.1711218472077982e-05,4.49708892682614e-87
1.1713277664113672e-05,4.497088926786683e-87
1.1715337218218593e-05,4.497088926747221e-87
1.1717397134456403e-05,4.497088926707751e-87
1.1719457412890783e-05,4.497088926668274e-87
1.172151805358541e-05,4.49708892662879e-87
1.1723579056603986e-05,4.4970889265893e-87
1.1725640422010216e-05,4.497088926549802e-87
1.1727702149867825e-05,4.497088926510297e-87
1.1729764240240532e-05,4.497088926470786e-87
1.1731826693192089e-05,4.497088926431268e-87
1.173388950878624e-05,4.497088926391742e-87
1.1735952687086755e-05,4.49708892635221e-87
1.1738016228157407e-05,4.49708892631267e-87
1.174008013206198e-05,4.497088926273124e-87
1.1742144398864272e-05,4.497088926233571e-87
1.1744209028628096e-05,4.497088926194011e-87
1.1746274021417267e-05,4.497088926154443e-87
1.1748339377295616e-05,4.497088926114869e-87
1.1750405096326988e-05,4.497088926075289e-87
1.1752471178575235e-05,4.4970889260357e-87
1.1754537624104223e-05,4.497088925996106e-87
1.1756604432977824e-05,4.497088925956503e-87
1.1758671605259932e-05,4.497088925916895e-87
1.1760739141014437e-05,4.497088925877279e-87
1.1762807040305254e-05,4.497088925837656e-87
1.1764875303196305e-05,4.497088925798026e-87
1.1766943929751517e-05,4.497088925758389e-87
1.1769012920034836e-05,4.497088925718745e-87
1.1771082274110218e-05,4.4970889256790945e-87
1.1773151992041629e-05,4.497088925639437e-87
1.1775222073893044e-05,4.497088925599773e-87
1.1777292519728452e-05,4.497088925560101e-87
1.177936332961185e-05,4.497088925520423e-87
1.1781434503607254e-05,4.497088925480736e-87
1.1783506041778683e-05,4.497088925441044e-87
1.178557794419017e-05,4.497088925401344e-87
1.1787650210905758e-05,4.497088925361638e-87
1.178972284198951e-05,4.497088925321925e-87
1.1791795837505486e-05,4.497088925282205e-87
1.1793869197517767e-05,4.497088925242477e-87
1.179594292209044e-05,4.497088925202742e-87
1.1798017011287611e-05,4.497088925163001e-87
1.180009146517339e-05,4.497088925123253e-87
1.1802166283811898e-05,4.497088925083497e-87
1.180424146726727e-05,4.497088925043735e-87
1.1806317015603657e-05,4.497088925003965e-87
1.1808392928885212e-05,4.497088924964188e-87
1.1810469207176105e-05,4.497088924924405e-87
1.1812545850540515e-05,4.497088924884615e-87
1.1814622859042633e-05,4.497088924844817e-87
1.1816700232746663e-05,4.497088924805013e-87
1.1818777971716817e-05,4.497088924765202e-87
1.182085607601732e-05,4.497088924725383e-87
1.182293454571241e-05,4.497088924685558e-87
1.1825013380866334e-05,4.497088924645726e-87
1.182709258154335e-05,4.4970889246058865e-87
1.1829172147807727e-05,4.49708892456604e-87
1.183125207972375e-05,4.497088924526187e-87
1.183333237735571e-05,4.4970889244863255e-87
1.1835413040767908e-05,4.497088924446459e-87
1.1837494070024666e-05,4.497088924406584e-87
1.1839575465190307e-05,4.497088924366703e-87
1.1841657226329168e-05,4.4970889243268145e-87
1.18437393535056e-05,4.497088924286919e-87
1.1845821846783964e-05,4.497088924247017e-87
1.184790470622863e-05,4.497088924207107e-87
1.1849987931903983e-05,4.497088924167191e-87
1.1852071523874415e-05,4.497088924127267e-87
1.1854155482204337e-05,4.497088924087336e-87
1.185623980695816e-05,4.4970889240474e-87
1.185832449820032e-05,4.497088924007454e-87
1.186040955599525e-05,4.497088923967503e-87
1.1862494980407405e-05,4.497088923927544e-87
1.1864580771501242e-05,4.497088923887579e-87
1.1866666929341244e-05,4.497088923847605e-87
1.1868753453991893e-05,4.497088923807627e-87
1.1870840345517681e-05,4.497088923767639e-87
1.187292760398312e-05,4.497088923727645e-87
1.187501522945273e-05,4.497088923687645e-87
1.1877103221991039e-05,4.497088923647637e-87
1.1879191581662589e-05,4.497088923607623e-87
1.1881280308531934e-05,4.4970889235676e-87
1.188336940266364e-05,4.497088923527571e-87
1.1885458864122283e-05,4.497088923487536e-87
1.1887548692972447e-05,4.497088923447493e-87
1.1889638889278737e-05,4.497088923407442e-87
1.1891729453105753e-05,4.4970889233673855e-87
1.1893820384518129e-05,4.497088923327321e-87
1.1895911683580489e-05,4.49708892328725e-87
1.1898003350357477e-05,4.497088923247171e-87
